userId,BiPolarSlopeOne,BiasedMatrixFactorization,CoClustering,Constant,Constant5,FactorWiseMatrixFactorization,GlobalAverage,ItemAverage,LatentFeatureLogLinearModel,MatrixFactorization,Random,SigmoidSVDPlusPlus,SlopeOne,TimeAwareBaseline,TimeAwareBaselineWithFrequencies,UserAverage,UserItemBaseline
1,0.357953710145,0.33664226087,0.374348710145,2.78985507246,1.21014492754,0.315300753623,0.373544463768,0.437096710145,0.377347724638,0.32274973913,1.36412116957,0.341593115942,0.436870956522,0.418000130435,0.415571449275,0.349482376812,0.425791652174
2,0.692205125,0.618617791667,0.679883375,2.875,1.125,0.57843375,1.03331733333,0.842137791667,0.714624375,0.597714583333,1.95252719167,0.768869458333,0.663227291667,0.737976666667,0.700206916667,0.88888875,0.703243958333
3,0.605777351351,0.587053108108,0.60721627027,3.12162162162,0.878378378378,0.583645121622,0.944566054054,0.793215648649,0.594009864865,0.59180577027,1.73661889459,0.618066148649,0.579967337838,0.620472702703,0.599154783784,0.689189189189,0.594218081081
4,0.755406818182,0.744504181818,0.737972,2.54545454545,1.45454545455,0.747200363636,0.765896,0.820658272727,0.831498090909,0.781217545455,1.25747408182,0.713757181818,0.782034,0.805428272727,0.789896181818,0.755681818182,0.788381
5,0.582190538462,0.735455,0.609659923077,3.38461538462,0.615384615385,0.672268807692,1.138432,1.02923046154,0.769580653846,0.681419461538,2.02852409231,0.735771846154,0.66417,0.82291,0.793926807692,0.804733769231,0.803965846154
6,0.653877,0.620494777778,0.594368777778,2.77777777778,1.22222222222,0.735469444444,0.719439111111,0.650341,0.680286222222,0.854287333333,1.97636362222,0.530452777778,0.586194111111,0.588492444444,0.549412,0.706349222222,0.596847111111
7,0.647608918182,0.565870018182,0.643145563636,2.26363636364,1.73636363636,0.577602463636,0.760921309091,0.659752672727,0.653583918182,0.572450309091,1.28289617273,0.620191181818,0.639375263636,0.658337690909,0.659951281818,0.704407636364,0.657006327273
8,0.588635444444,0.692724148148,0.571231555556,2.81481481481,1.18518518519,0.608791925926,0.787946962963,0.714309481481,0.636926148148,0.650186703704,1.53915114074,0.614419037037,0.582392888889,0.634452,0.599920555556,0.69312162963,0.618375222222
9,0.587489615385,0.730221307692,0.700586846154,2.30769230769,1.69230769231,0.570290230769,0.817326153846,0.572793538462,0.704678,0.573892461538,0.957810538462,0.589671307692,0.593282692308,0.604102230769,0.609358307692,0.648351615385,0.579619692308
10,0.5354388,0.517230066667,0.6899686,2.86666666667,1.13333333333,0.531808733333,0.691650666667,0.5361722,0.533858,0.493056066667,1.53475146667,0.5691448,0.537983733333,0.5444932,0.542890266667,0.563636333333,0.549946733333
11,0.809836671642,0.849550557214,0.866583164179,2.93034825871,1.1144278607,0.800581965672,1.05408895522,1.1148768607,0.827077691542,0.819194313433,1.79164292438,0.86882758209,0.828093761194,0.928358457711,0.888144139303,0.906386965174,0.860064308458
12,0.509356214286,0.499528571429,0.577477142857,2.35714285714,1.64285714286,0.483742857143,0.575006857143,0.483657714286,0.471075214286,0.464924571429,0.810880464286,0.530923928571,0.498933714286,0.475488214286,0.492056071429,0.588435428571,0.499900142857
13,0.656793166667,0.607662458333,0.672695166667,2.83333333333,1.16666666667,0.53937725,0.868738,0.747272791667,0.70081475,0.595583708333,1.23680241667,0.665873333333,0.67488,0.729987041667,0.714378375,0.831081,0.691017458333
14,0.613917721649,0.54897914433,0.618309649485,2.64948453608,1.35051546392,0.526877237113,0.633762391753,0.624273453608,0.610164814433,0.53685743299,1.38618120103,0.607283762887,0.642412886598,0.628654793814,0.627426865979,0.630536793814,0.618321360825
15,0.484433842105,0.514527894737,0.442573,2.26315789474,1.73684210526,0.517850631579,0.567133052632,0.588468684211,0.446460473684,0.468504789474,1.35003069474,0.592567105263,0.439205210526,0.489257052632,0.423026263158,0.362976526316,0.465262421053
16,0.792117826087,0.704983217391,0.779793173913,2.60869565217,1.39130434783,0.667203869565,0.805436869565,0.788170695652,0.821529130435,0.754976521739,1.44356804348,0.789915391304,0.797998608696,0.774435869565,0.770077782609,0.803140086957,0.782521608696
17,0.5605934,0.5214223,0.6088283,3.0,1.0,0.5046798,0.7899808,0.6691517,0.6063982,0.5155414,2.19049948,0.6207766,0.5535262,0.5718398,0.5738436,0.6266668,0.5704735
18,0.711854958333,0.661956958333,0.697529104167,2.625,1.375,0.612696104167,0.914579333333,0.753692145833,0.75526225,0.6311594375,1.51731633125,0.628347104167,0.711299604167,0.7289913125,0.735762020833,0.908564833333,0.726644979167
19,0.607278052632,0.595225526316,0.612345421053,2.94736842105,1.05263157895,0.552551473684,0.753929684211,0.776515,0.700860947368,0.593469,1.44072215263,0.594758263158,0.621964894737,0.709666894737,0.644651052632,0.664912157895,0.641073947368
20,0.409739,0.356930636364,0.496300636364,2.59090909091,1.40909090909,0.299198181818,0.543177454545,0.341224727273,0.381751272727,0.422588272727,1.68986852727,0.325048090909,0.472731545455,0.365671545455,0.389495545455,0.724431818182,0.353190090909
21,0.882557,0.583036107692,0.810727707692,2.46153846154,1.53846153846,0.578132492308,0.7465392,0.681898876923,0.656887169231,0.558236769231,1.52625863077,0.690250123077,0.711762353846,0.687950738462,0.685793830769,0.751784292308,0.687358953846
22,0.632826566038,0.576842433962,0.592596056604,2.58490566038,1.41509433962,0.611304207547,0.688206641509,0.623144132075,0.613047849057,0.608044396226,1.57814969057,0.637413037736,0.619967943396,0.611663603774,0.614249433962,0.687126830189,0.61855109434
23,0.770603475,0.7184089,0.775770575,2.95,1.05,0.770171825,1.137476,0.869331175,0.742383325,0.699781325,1.5602871575,0.82674105,0.753829925,0.837178275,0.81042735,0.9409835,0.792047375
24,0.770796341584,0.709776460396,0.797726910891,2.32178217822,1.67821782178,0.713045584158,0.90223009901,0.772291128713,0.760661376238,0.718536148515,1.45770678812,0.756017608911,0.757943975248,0.78475789604,0.780501891089,0.892902673267,0.774377579208
25,0.600016041667,0.604189208333,0.6619880625,2.57291666667,1.42708333333,0.57881125,0.592706333333,0.6267455,0.608857145833,0.544553708333,1.57671411875,0.6339628125,0.636291145833,0.606666541667,0.598439,0.58738425,0.622595229167
26,0.511733833333,0.474354208333,0.587057375,2.58333333333,1.41666666667,0.453560791667,0.75,0.510580083333,0.450733958333,0.489435875,1.61451387917,0.508244416667,0.503196583333,0.493686291667,0.510361666667,0.75,0.502878041667
27,0.700848481481,0.642592185185,0.727453777778,2.7962962963,1.2037037037,0.62495462963,0.841647111111,0.744375592593,0.721098888889,0.64522262963,1.69434849259,0.686067518519,0.745219222222,0.702104481481,0.707612851852,0.702800222222,0.712736481481
28,0.700599666667,0.970231,0.816986333333,2.0,2.0,0.799327583333,0.929190666667,0.7213615,0.64569,0.809002666667,1.24726683333,0.573224916667,0.762943166667,0.616789083333,0.67383975,0.877193166667,0.626667666667
29,0.491662342857,0.552042571429,0.485151142857,2.37142857143,1.62857142857,0.512726971429,0.5921552,0.522659928571,0.485869557143,0.515994328571,1.48101414571,0.485050628571,0.490920571429,0.507502885714,0.512606871429,0.605121371429,0.497994628571
30,0.92276875,0.902362916667,0.868763916667,1.625,2.375,1.03620758333,1.06254,1.00093816667,1.03557236667,1.00258058333,1.591857975,1.06300566667,0.8208215,0.94266575,0.905299583333,0.819444666667,0.9194295
31,1.31636338776,0.854479628571,1.32905703061,2.33163265306,1.86224489796,0.939703182653,1.39030122449,1.37634979592,1.34321144286,0.897248222449,1.62044160408,1.29431294898,1.35643045918,1.39312703061,1.38878631633,1.38730387755,1.36457169388
32,0.602276965517,0.585335517241,0.591825241379,2.41379310345,1.58620689655,0.584791517241,0.645704551724,0.591304586207,0.571138965517,0.593124448276,1.40838551379,0.588626793103,0.578720344828,0.586857724138,0.576834137931,0.634322344828,0.576576068966
33,1.02631968421,1.02446526316,1.16288847368,2.21052631579,1.78947368421,1.08515642105,1.44605010526,1.15677021053,1.054806,1.08925773684,1.63415852632,1.20220494737,1.09480247368,1.17709484211,1.18144063158,1.45614036842,1.16394036842
34,0.581670810811,0.530614189189,0.573417405405,2.81081081081,1.18918918919,0.551755675676,0.762823567568,0.716141972973,0.574144351351,0.581174972973,1.36476888919,0.56618272973,0.576082459459,0.586040621622,0.598625567568,0.654054081081,0.583883054054
35,0.535285,0.493481298701,0.545366181818,3.17532467532,0.824675324675,0.52483061039,0.934064103896,0.783453428571,0.563094675325,0.506445181818,1.58734605714,0.549090896104,0.548005649351,0.585709116883,0.557351,0.625485597403,0.553591974026
36,0.665718142857,0.486210714286,0.586440857143,1.71428571429,2.28571428571,0.576308428571,0.810762285714,0.813942857143,0.781773714286,0.507497285714,1.48053895714,0.874011857143,0.705995428571,0.775533428571,0.753731571429,0.726190428571,0.775429714286
37,0.571509,0.448325142857,0.708828714286,2.57142857143,1.42857142857,0.485507714286,0.782136,0.574517285714,0.597058571429,0.480928142857,0.945975571429,0.669331571429,0.572002428571,0.568827285714,0.574993714286,0.821428571429,0.571252857143
38,1.12224682759,1.02673489655,1.08590593103,2.37931034483,1.62068965517,1.00322934483,1.09052551724,1.08905924138,1.07885417241,1.09715451724,1.8383966,1.09447186207,1.1054812069,1.109865,1.10868141379,1.09796241379,1.09318531034
39,0.559040857143,0.710992285714,0.612339285714,2.57142857143,1.42857142857,0.667069,0.496421714286,0.665893714286,0.762135142857,0.685508428571,1.17238775714,0.532121,0.575122857143,0.610905428571,0.611728,0.440476142857,0.621604714286
40,0.849965413793,0.895642758621,0.795073724138,2.48275862069,1.51724137931,0.858123724138,0.947412137931,0.850988758621,0.784426896552,0.883040793103,1.57257554483,0.827752793103,0.832359655172,0.814727103448,0.82387737931,0.956696068966,0.804215896552
41,0.575115347826,0.490725347826,0.49688526087,3.17391304348,0.826086956522,0.54476373913,0.785834086957,0.533107217391,0.498948826087,0.55330026087,1.65078165652,0.513522956522,0.474310565217,0.504265217391,0.492605565217,0.457142913043,0.489458565217
42,0.3576973,0.37529825,0.35481695,3.2,0.8,0.38844085,0.6824664,0.50920375,0.5180491,0.4047349,1.85060726,0.3862315,0.4670076,0.50591195,0.49996485,0.42,0.51549565
43,0.882261441176,0.756966470588,0.942673058824,2.5,1.55882352941,0.748773470588,0.885299764706,0.816636352941,0.816873117647,0.658637352941,1.77925257059,0.837102794118,0.800064352941,0.833681352941,0.840274382353,0.914027176471,0.824812117647
44,0.481600615385,0.684322384615,0.566594076923,3.69230769231,0.307692307692,0.799939,1.16725969231,0.826866846154,0.837382384615,0.728513615385,1.2803079,0.558207846154,0.772212923077,0.761091538462,0.732504384615,0.692307692308,0.739770615385
45,0.800390470588,0.777701588235,0.774780411765,2.29411764706,1.70588235294,0.791922,0.857361411765,0.936323470588,0.850167117647,0.856720235294,1.79748332941,0.847420411765,0.890815176471,0.799203176471,0.779032,0.823529411765,0.781712941176
46,0.84789675,0.808170354167,0.852793354167,2.25,1.75,0.8575363125,1.043754,0.876941729167,0.84039675,0.833469875,1.41035075208,0.841203958333,0.854632229167,0.858489208333,0.856559333333,1.043379,0.874790166667
47,1.25466494737,1.04044680526,1.07350342105,1.31578947368,3.0,1.04156568421,1.67766947368,1.66043952632,1.46694505263,0.967111731579,1.40029241053,1.16337031579,1.10175321053,1.25563431579,1.14747868421,1.36842105263,1.26230110526
48,0.612749564103,0.55827974359,0.680369717949,2.92307692308,1.07692307692,0.592853641026,0.748060923077,0.599540564103,0.597394051282,0.556449025641,1.83386430256,0.620532923077,0.596528948718,0.600441666667,0.603143102564,0.612342589744,0.602499589744
49,0.442730454545,0.454256181818,0.512558818182,2.86363636364,1.13636363636,0.463124090909,0.543177454545,0.445491363636,0.438001727273,0.466718454545,1.43865181818,0.460517545455,0.463375818182,0.424901,0.426838,0.520202,0.450046454545
50,0.542703153846,0.50413625641,0.570311820513,3.19230769231,0.807692307692,0.481590923077,0.804456410256,0.573838615385,0.516170692308,0.479661974359,1.94289174615,0.506248692308,0.501145769231,0.512551692308,0.505622410256,0.522816230769,0.511724410256